Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Predicted_Sales
1,28-01-2011,1316899.31,0,43.83,3.01,212.1970577,7.742,1412172.9565616667
1,04-02-2011,1606629.58,0,42.27,2.989,212.5668812,7.742,1588765.8930333343
1,11-02-2011,1649614.93,1,36.39,3.022,212.9367046,7.742,1538140.427483336
1,18-02-2011,1686842.78,0,57.36,3.045,213.2478853,7.742,1671541.0536291671
1,25-02-2011,1456800.28,0,62.9,3.065,213.535609,7.742,1384358.9473766673
1,04-03-2011,1636263.41,0,59.58,3.288,213.8233327,7.742,1537017.0191849982
1,11-03-2011,1553191.63,0,53.56,3.459,214.1110564,7.742,1487811.6973749993
1,18-03-2011,1576818.06,0,62.76,3.488,214.3627114,7.742,1520295.7731133339
1,25-03-2011,1541102.38,0,69.97,3.473,214.5999389,7.742,1432727.4069749988
1,01-04-2011,1495064.75,0,59.17,3.524,214.8371664,7.682,1356954.319173333
1,08-04-2011,1614259.35,0,67.84,3.622,215.0743939,7.682,1428697.8573749983
1,15-04-2011,1559889.0,0,71.27,3.743,215.2918561,7.682,1370485.2556228573
1,22-04-2011,1564819.81,0,72.99,3.807,215.4599053,7.682,1374944.3758299993
1,29-04-2011,1455090.69,0,72.03,3.81,215.6279544,7.682,1419919.9352595229
1,06-05-2011,1629391.28,0,64.61,3.906,215.7960035,7.682,1399622.6110049996
1,13-05-2011,1604775.58,0,75.64,3.899,215.9640526,7.682,1517677.8482130957
1,20-05-2011,1428218.27,0,67.63,3.907,215.7339202,7.682,1418964.1934892852
1,27-05-2011,1466046.67,0,77.72,3.786,215.5037878,7.682,1418856.0047250008
1,03-06-2011,1635078.41,0,83.0,3.699,215.2736553,7.682,1510402.5999499995
1,10-06-2011,1588948.32,0,83.13,3.648,215.0435229,7.682,1587860.184899998
1,17-06-2011,1532114.86,0,86.41,3.637,214.9980596,7.682,1478185.269776667
1,24-06-2011,1438830.15,0,83.58,3.594,215.0910982,7.682,1463869.697200001
1,01-07-2011,1488538.09,0,85.55,3.524,215.1841368,7.962,1467012.7825500015
1,08-07-2011,1534849.64,0,85.83,3.48,215.2771754,7.962,1296657.7770250007
1,15-07-2011,1455119.97,0,88.54,3.575,215.3611087,7.962,1493536.0764499998
1,22-07-2011,1396926.82,0,85.77,3.651,215.4222784,7.962,1355479.8826266646
1,29-07-2011,1352219.79,0,86.83,3.682,215.4834482,7.962,1356593.3385966676
1,05-08-2011,1624383.75,0,91.65,3.684,215.544618,7.962,1531955.0646547622
1,12-08-2011,1525147.09,0,90.76,3.638,215.6057878,7.962,1510247.627908333
1,19-08-2011,1530761.43,0,89.94,3.554,215.6693107,7.962,1591171.0126333344
1,26-08-2011,1464693.46,0,87.96,3.523,215.7332258,7.962,1468227.1766999988
1,02-09-2011,1550229.22,0,87.83,3.533,215.7971409,7.962,1527880.5096499997
1,09-09-2011,1540471.24,1,76.0,3.546,215.861056,7.962,1474454.7690124994
1,16-09-2011,1514259.78,0,79.94,3.526,216.0410526,7.962,1267993.005626666
1,23-09-2011,1380020.27,0,75.8,3.467,216.3758246,7.962,1269915.190344761
1,30-09-2011,1394561.83,0,79.69,3.355,216.7105965,7.962,1294260.5762149987
1,07-10-2011,1630989.95,0,69.31,3.285,217.0453684,7.866,1494173.8955499998
1,14-10-2011,1493525.93,0,71.74,3.274,217.3552733,7.866,1274363.959306667
1,21-10-2011,1502562.78,0,63.71,3.353,217.5159762,7.866,1436879.478433334
1,28-10-2011,1445249.09,0,66.57,3.372,217.6766791,7.866,1423496.2216416674
1,04-11-2011,1697229.58,0,54.98,3.332,217.837382,7.866,1623004.8071000003
1,11-11-2011,1594938.89,0,59.11,3.297,217.9980849,7.866,1552168.7465416652
1,18-11-2011,1539483.7,0,62.25,3.308,218.2205088,7.866,1511601.2653866664
1,25-11-2011,2033320.66,1,60.14,3.236,218.4676211,7.866,1730321.8946499983
1,02-12-2011,1584083.95,0,48.91,3.172,218.7147333,7.866,1644096.5635133325
1,09-12-2011,1799682.38,0,43.93,3.158,218.9618456,7.866,1411455.6688316665
1,16-12-2011,1881176.67,0,51.63,3.159,219.1794533,7.866,1698259.679179999
1,23-12-2011,2270188.99,0,47.96,3.112,219.3577216,7.866,2228498.108053334
1,30-12-2011,1497462.72,1,44.55,3.129,219.5359898,7.866,1481948.3874366658
1,06-01-2012,1550369.92,0,49.01,3.157,219.7142581,7.348,1459896.6385783337
1,13-01-2012,1459601.17,0,48.53,3.261,219.8925263,7.348,1283671.282236668
1,20-01-2012,1394393.84,0,54.11,3.268,219.9856893,7.348,1265743.3892350018
1,27-01-2012,1319325.59,0,54.26,3.29,220.0788523,7.348,1335619.3339333355
1,03-02-2012,1636339.65,0,56.55,3.36,220.1720153,7.348,1455366.0959750023
1,10-02-2012,1802477.43,1,48.02,3.409,220.2651783,7.348,1593572.6516500032
1,17-02-2012,1819870.0,0,45.32,3.51,220.4257586,7.348,1705926.5805250006
1,24-02-2012,1539387.83,0,57.25,3.555,220.636902,7.348,1483748.5874766675
1,02-03-2012,1688420.76,0,60.96,3.63,220.8480454,7.348,1530076.2953666665
1,09-03-2012,1675431.16,0,58.76,3.669,221.0591887,7.348,1574014.170408331
1,16-03-2012,1677472.78,0,64.74,3.734,221.2118132,7.348,1408134.9455999974
1,23-03-2012,1511068.07,0,65.93,3.787,221.2864126,7.348,1498745.0653333303
1,30-03-2012,1649604.63,0,67.61,3.845,221.3610119,7.348,1574129.1694166642
1,06-04-2012,1899676.88,0,70.43,3.891,221.4356112,7.143,1721134.4266428554
1,13-04-2012,1621031.7,0,69.07,3.891,221.5102105,7.143,1626645.5776999996
1,20-04-2012,1521577.87,0,66.76,3.877,221.5640737,7.143,1525417.1352000013
1,27-04-2012,1468928.37,0,67.23,3.814,221.6179368,7.143,1489133.7406500014
1,04-05-2012,1684519.99,0,75.55,3.749,221.6718,7.143,1647933.5806
1,11-05-2012,1611096.05,0,73.77,3.688,221.7256632,7.143,1598301.1722000006
1,18-05-2012,1595901.87,0,70.33,3.63,221.742674,7.143,1597093.2959800018
1,25-05-2012,1555444.55,0,77.22,3.561,221.744944,7.143,1574755.1595
1,01-06-2012,1624477.58,0,77.95,3.501,221.7472139,7.143,1555703.8670999997
1,08-06-2012,1697230.96,0,78.3,3.452,221.7494839,7.143,1573748.4588000001
1,15-06-2012,1630607.0,0,79.35,3.393,221.7626421,7.143,1558132.1706
1,22-06-2012,1527845.81,0,78.39,3.346,221.8030211,7.143,1567313.7759999994
1,29-06-2012,1540421.49,0,84.88,3.286,221.8434,7.143,1549779.5257999992
1,06-07-2012,1769854.16,0,81.57,3.227,221.8837789,6.908,1677008.597374998
1,13-07-2012,1527014.04,0,77.12,3.256,221.9241579,6.908,1581469.2805000003
1,20-07-2012,1497954.76,0,80.42,3.311,221.9327267,6.908,1527154.6722000006
1,27-07-2012,1439123.71,0,82.66,3.407,221.9412954,6.908,1459097.3443849988
1,03-08-2012,1631135.79,0,86.11,3.417,221.9498642,6.908,1577158.3054600006
1,10-08-2012,1592409.97,0,85.05,3.494,221.9584329,6.908,1563272.0339099998
1,17-08-2012,1597868.05,0,84.85,3.571,222.0384109,6.908,1558556.6810099997
1,24-08-2012,1494122.38,0,77.66,3.62,222.1719457,6.908,1484670.0380166662
1,31-08-2012,1582083.4,0,80.49,3.638,222.3054805,6.908,1547948.8698000016
1,07-09-2012,1661767.33,1,83.96,3.73,222.4390153,6.908,1517598.8098809526
1,14-09-2012,1517428.87,0,74.97,3.717,222.5820193,6.908,1491534.8215300015
1,21-09-2012,1506126.06,0,69.87,3.721,222.7818386,6.908,1499849.0625500015
1,28-09-2012,1437059.26,0,76.08,3.666,222.9816579,6.908,1472832.8529000015
1,05-10-2012,1670785.97,0,68.55,3.617,223.1814772,6.573,1578717.391533333
1,12-10-2012,1573072.81,0,62.99,3.601,223.3812965,6.573,1510624.1892400004
1,19-10-2012,1508068.77,0,67.97,3.594,223.4257233,6.573,1446105.5372816664
1,26-10-2012,1493659.74,0,69.16,3.506,223.4442513,6.573,1501470.9077999988
2,05-02-2010,2136989.46,0,40.19,2.572,210.7526053,8.324,1648401.8020083332
2,12-02-2010,2137809.5,1,38.49,2.548,210.8979935,8.324,948692.3094916659
2,19-02-2010,2124451.54,0,39.69,2.514,210.9451605,8.324,1664226.7390000003
2,26-02-2010,1865097.27,0,46.1,2.561,210.9759573,8.324,1529269.4693111116
2,05-03-2010,1991013.13,0,47.17,2.625,211.0067542,8.324,1665245.4457566652
2,12-03-2010,1990483.78,0,57.56,2.667,211.037551,8.324,1672340.2233066666
2,19-03-2010,1946070.88,0,54.52,2.72,210.8733316,8.324,793108.2633992854
2,26-03-2010,1750197.81,0,51.26,2.732,210.6766095,8.324,1493547.9834050015
2,02-04-2010,2066187.72,0,63.27,2.719,210.4798874,8.2,879408.7163766676
2,09-04-2010,1954689.21,0,65.41,2.77,210.2831653,8.2,1707494.6326583338
2,16-04-2010,1874957.94,0,68.07,2.808,210.1495463,8.2,1491863.6637949988
2,23-04-2010,1821990.93,0,65.11,2.795,210.1000648,8.2,1465497.1604833351
2,30-04-2010,1802450.29,0,66.98,2.78,210.0505833,8.2,1443431.4039964296
2,07-05-2010,2042581.71,0,71.28,2.835,210.0011018,8.2,879134.5314142853
2,14-05-2010,1880752.36,0,73.31,2.854,209.9984585,8.2,777669.4794933337
2,21-05-2010,1896937.1,0,74.83,2.826,210.2768443,8.2,1415240.1063066653
2,28-05-2010,1957113.89,0,81.13,2.759,210.5552301,8.2,1624345.9929333327
2,04-06-2010,2102539.93,0,81.81,2.705,210.833616,8.2,1696447.5708300017
2,11-06-2010,2025538.76,0,83.4,2.668,211.1120018,8.2,1545848.5882600003
2,18-06-2010,2001636.96,0,85.81,2.637,211.1096543,8.2,1576464.0355258326
2,25-06-2010,1939927.09,0,86.26,2.653,210.9950134,8.2,1484809.1231666687
2,02-07-2010,2003940.64,0,82.74,2.669,210.8803726,8.099,1634329.2557416651
2,09-07-2010,1880902.62,0,82.59,2.642,210.7657317,8.099,1672301.3616583347
2,16-07-2010,1845879.79,0,85.32,2.623,210.7577954,8.099,1454538.3479100012
2,23-07-2010,1781717.71,0,87.66,2.608,210.8921319,8.099,930920.1478088893
2,30-07-2010,1804246.16,0,83.49,2.64,211.0264684,8.099,906564.940139524
2,06-08-2010,1991909.98,0,89.53,2.627,211.1608049,8.099,1452057.979495238
2,13-08-2010,1895601.05,0,89.05,2.692,211.2951413,8.099,1822326.5547500008
2,20-08-2010,1964335.23,0,88.7,2.664,211.2596586,8.099,1871461.7283399992
2,27-08-2010,1863840.49,0,87.12,2.619,211.2241759,8.099,902944.9798066668
2,03-09-2010,1904608.09,0,81.83,2.577,211.1886931,8.099,1654847.838816668
2,10-09-2010,1839128.83,1,79.09,2.565,211.1532104,8.099,1478732.5520350004
2,17-09-2010,1793903.6,0,82.05,2.582,211.1806415,8.099,1571017.7694483318
2,24-09-2010,1724557.22,0,81.79,2.624,211.2552578,8.099,1602335.891608333
2,01-10-2010,1827440.43,0,69.24,2.603,211.3298742,8.163,853530.9399573809
2,08-10-2010,1849921.44,0,63.19,2.633,211.4044906,8.163,1546213.7839108324
2,15-10-2010,1794355.49,0,65.8,2.72,211.4713286,8.163,1040158.888742143
2,22-10-2010,1737947.64,0,68.5,2.725,211.5187208,8.163,1440433.7720069045
2,29-10-2010,1802755.11,0,66.24,2.716,211.5661131,8.163,751828.63962
2,05-11-2010,1939061.41,0,57.85,2.689,211.6135053,8.163,1707965.8540666648
2,12-11-2010,1916812.74,0,59.69,2.728,211.6608975,8.163,1564347.7280449993
2,19-11-2010,1956739.17,0,50.81,2.771,211.5470304,8.163,1603593.9881999993
2,26-11-2010,2658725.29,1,62.98,2.735,211.4062867,8.163,1262876.6679023807
2,03-12-2010,2015781.27,0,49.33,2.708,211.265543,8.163,1625681.9856100008
2,10-12-2010,2378726.55,0,45.5,2.843,211.1247993,8.163,1865506.5172677063
2,17-12-2010,2609166.75,0,47.55,2.869,211.0645458,8.163,2143162.284858334
2,24-12-2010,3436007.68,0,49.97,2.886,211.0646599,8.163,2643852.971484527
2,31-12-2010,1750434.55,1,47.3,2.943,211.064774,8.163,1507653.48355
2,07-01-2011,1758050.79,0,44.69,2.976,211.0648881,8.028,1503475.698654049
2,14-01-2011,1744193.58,0,33.02,2.983,211.1176713,8.028,1368472.9587799993
2,21-01-2011,1751384.9,0,41.4,3.016,211.4864691,8.028,1379150.3389228585
2,28-01-2011,1695371.68,0,42.83,3.01,211.8552668,8.028,1309116.7382400022
2,04-02-2011,1929346.23,0,38.25,2.989,212.2240646,8.028,1635859.6082016658
2,11-02-2011,2168041.61,1,33.19,3.022,212.5928624,8.028,913180.8395014282
2,18-02-2011,2080884.82,0,57.83,3.045,212.9033115,8.028,1680544.142274998
2,25-02-2011,1833511.08,0,60.8,3.065,213.190421,8.028,859984.4187488089
2,04-03-2011,1981607.78,0,57.77,3.288,213.4775305,8.028,1146325.7619476193
2,11-03-2011,1879107.31,0,52.7,3.459,213.7646401,8.028,1659965.4823933349
2,18-03-2011,1902557.66,0,62.32,3.488,214.0156238,8.028,1436056.6603633324
2,25-03-2011,1766162.05,0,69.42,3.473,214.2521573,8.028,1452186.7092398705
2,01-04-2011,1800171.36,0,55.43,3.524,214.4886908,7.931,1462303.5216050006
2,08-04-2011,1847552.61,0,67.0,3.622,214.7252242,7.931,1507154.0927366675
2,15-04-2011,1856467.84,0,69.48,3.743,214.9420631,7.931,1733272.2203550013
2,22-04-2011,1886339.6,0,69.39,3.807,215.1096657,7.931,1749032.0172749984
2,29-04-2011,1745545.28,0,69.21,3.81,215.2772683,7.931,1573588.2710999998
2,06-05-2011,1837743.6,0,61.48,3.906,215.4448709,7.931,906963.001741428
2,13-05-2011,1838513.07,0,74.61,3.899,215.6124735,7.931,1562703.0320416645
2,20-05-2011,1688281.86,0,67.14,3.907,215.3834778,7.931,1432317.1656126191
2,27-05-2011,1797732.56,0,76.42,3.786,215.1544822,7.931,1532853.4345750003
2,03-06-2011,1933756.21,0,83.07,3.699,214.9254865,7.931,1831530.093299999
2,10-06-2011,1929153.16,0,83.4,3.648,214.6964908,7.931,1574898.6254088867
2,17-06-2011,1953771.99,0,86.53,3.637,214.6513538,7.931,1472008.5691749996
2,24-06-2011,1790925.8,0,85.17,3.594,214.7441108,7.931,1322272.1490599988
2,01-07-2011,1866243.0,0,85.69,3.524,214.8368678,7.852,1499251.8858249995
2,08-07-2011,1853161.99,0,87.7,3.48,214.9296249,7.852,924819.7404102774
2,15-07-2011,1785187.29,0,89.83,3.575,215.0134426,7.852,1621245.681866668
2,22-07-2011,1743816.41,0,89.34,3.651,215.0749122,7.852,1614048.0496694427
2,29-07-2011,1680693.06,0,90.07,3.682,215.1363819,7.852,1380737.6679500008
2,05-08-2011,1876704.26,0,93.34,3.684,215.1978515,7.852,919566.0301811901
2,12-08-2011,1812768.26,0,91.58,3.638,215.2593211,7.852,1509641.3446516672
2,19-08-2011,1844094.59,0,89.86,3.554,215.3229307,7.852,1642213.6146500017
2,26-08-2011,1821139.91,0,90.45,3.523,215.386897,7.852,1589935.2628708319
2,02-09-2011,1809119.7,0,89.64,3.533,215.4508632,7.852,1615615.061333334
2,09-09-2011,1748000.65,1,77.97,3.546,215.5148295,7.852,1418683.375783335
2,16-09-2011,1691439.52,0,78.85,3.526,215.6944378,7.852,879454.7950383335
2,23-09-2011,1669299.78,0,75.58,3.467,216.0282356,7.852,844784.9828846428
2,30-09-2011,1650394.44,0,78.14,3.355,216.3620333,7.852,1307424.0576216655
2,07-10-2011,1837553.43,0,69.92,3.285,216.6958311,7.441,782826.0787150002
2,14-10-2011,1743882.19,0,71.67,3.274,217.0048261,7.441,782909.1301035718
2,21-10-2011,1834680.25,0,64.53,3.353,217.1650042,7.441,1562127.7247333336
2,28-10-2011,1769296.25,0,65.87,3.372,217.3251824,7.441,1022866.0172066665
2,04-11-2011,1959707.9,0,55.53,3.332,217.4853605,7.441,1535102.7481200024
2,11-11-2011,1920725.15,0,59.33,3.297,217.6455387,7.441,1544723.6400566678
2,18-11-2011,1902762.5,0,62.01,3.308,217.8670218,7.441,1553675.9684400002
2,25-11-2011,2614202.3,1,56.36,3.236,218.1130269,7.441,1980578.8914500026
2,02-12-2011,1954952.0,0,48.74,3.172,218.3590319,7.441,1574712.7026900006
2,09-12-2011,2290549.32,0,41.76,3.158,218.605037,7.441,940010.4391821423
2,16-12-2011,2432736.52,0,50.13,3.159,218.8217928,7.441,1242202.1153299997
2,23-12-2011,3224369.8,0,46.66,3.112,218.9995495,7.441,2644999.2633333374
2,30-12-2011,1874226.52,1,44.57,3.129,219.1773063,7.441,1538457.3315250003
2,06-01-2012,1799520.14,0,46.75,3.157,219.355063,7.057,1684661.936676665
2,13-01-2012,1744725.48,0,45.99,3.261,219.5328198,7.057,1452014.2089716666
2,20-01-2012,1711769.11,0,51.7,3.268,219.6258417,7.057,618211.1694299995
2,27-01-2012,1660906.14,0,50.5,3.29,219.7188636,7.057,1362516.2497499997
2,03-02-2012,1935299.94,0,55.21,3.36,219.8118854,7.057,848780.777420912
2,10-02-2012,2103322.68,1,46.98,3.409,219.9049073,7.057,1127922.9721450005
2,17-02-2012,2196688.46,0,43.82,3.51,220.0651993,7.057,1883864.0384583338
2,24-02-2012,1861802.7,0,54.63,3.555,220.275944,7.057,1562027.6294821426
2,02-03-2012,1952555.66,0,58.79,3.63,220.4866886,7.057,1466173.0848778558
2,09-03-2012,1937628.26,0,57.11,3.669,220.6974332,7.057,1505815.812909049
2,16-03-2012,1976082.13,0,63.68,3.734,220.8498468,7.057,1618360.3182133317
2,23-03-2012,1790439.16,0,64.01,3.787,220.9244858,7.057,1451196.1442297604
2,30-03-2012,1857480.84,0,66.83,3.845,220.9991248,7.057,1520364.6100250017
2,06-04-2012,2129035.91,0,68.43,3.891,221.0737638,6.891,1785829.3574416651
2,13-04-2012,1935869.1,0,68.08,3.891,221.1484028,6.891,1024319.0582678565
2,20-04-2012,1847344.45,0,65.69,3.877,221.2021074,6.891,1557551.211416666
2,27-04-2012,1764133.09,0,67.2,3.814,221.255812,6.891,852236.0112997611
2,04-05-2012,1923957.09,0,76.73,3.749,221.3095166,6.891,1473122.6643366683
2,11-05-2012,1917520.99,0,73.87,3.688,221.3632212,6.891,1462790.7795140464
2,18-05-2012,2000940.67,0,71.27,3.63,221.380331,6.891,1567055.4445866658
2,25-05-2012,1912791.09,0,78.19,3.561,221.3828029,6.891,1300531.1345433337
2,01-06-2012,1910092.37,0,78.38,3.501,221.3852748,6.891,1381582.2328000013
2,08-06-2012,2010216.49,0,78.69,3.452,221.3877467,6.891,1226284.2586500007
2,15-06-2012,1962924.3,0,80.56,3.393,221.4009901,6.891,1610975.023516191
2,22-06-2012,1887733.21,0,81.04,3.346,221.4411622,6.891,1594407.2117483327
2,29-06-2012,1881046.12,0,86.32,3.286,221.4813343,6.891,1630134.188055002
2,06-07-2012,2041507.4,0,84.2,3.227,221.5215064,6.565,1653048.3152885728
2,13-07-2012,1830075.13,0,80.17,3.256,221.5616784,6.565,1495201.4693166658
2,20-07-2012,1819666.46,0,83.23,3.311,221.5701123,6.565,1569062.9811933325
2,27-07-2012,1757923.88,0,86.37,3.407,221.5785461,6.565,1504283.7991866658
2,03-08-2012,1946104.64,0,90.22,3.417,221.5869799,6.565,1488938.2512447613
2,10-08-2012,1866719.96,0,88.55,3.494,221.5954138,6.565,1420002.9872990462
2,17-08-2012,1928016.01,0,84.79,3.571,221.6751459,6.565,1521991.823441668
2,24-08-2012,1876788.15,0,76.91,3.62,221.8083518,6.565,1548887.0435133355
2,31-08-2012,1947083.3,0,82.64,3.638,221.9415576,6.565,1558383.0030950003
2,07-09-2012,1898777.07,1,87.65,3.73,222.0747635,6.565,1602507.9564199976
2,14-09-2012,1814806.63,0,75.88,3.717,222.2174395,6.565,861980.6842949998
2,21-09-2012,1829415.67,0,71.09,3.721,222.4169362,6.565,1430655.7700857148
2,28-09-2012,1746470.56,0,79.45,3.666,222.6164329,6.565,1329358.696115001
2,05-10-2012,1998321.04,0,70.27,3.617,222.8159296,6.17,1501168.6637428582
2,12-10-2012,1900745.13,0,60.97,3.601,223.0154263,6.17,1476623.134023332
2,19-10-2012,1847990.41,0,68.08,3.594,223.0598077,6.17,1479747.730331427
2,26-10-2012,1834458.35,0,69.79,3.506,223.0783366,6.17,1626170.8020666642
3,05-02-2010,461622.22,0,45.71,2.572,214.4248812,7.368,725843.1372333328
3,12-02-2010,420728.96,1,47.93,2.548,214.5747916,7.368,844945.1325999993
3,19-02-2010,421642.19,0,47.07,2.514,214.6198868,7.368,730569.8516333326
3,26-02-2010,407204.86,0,52.05,2.561,214.6475127,7.368,655500.82505
3,05-03-2010,415202.04,0,53.04,2.625,214.6751386,7.368,998724.7303500004
3,12-03-2010,384200.69,0,63.08,2.667,214.7027646,7.368,745912.303699999
3,19-03-2010,375328.59,0,60.42,2.72,214.5301219,7.368,668537.0570000007
3,26-03-2010,359949.27,0,57.06,2.732,214.3241011,7.368,1048116.8008833327
3,02-04-2010,423294.4,0,65.56,2.719,214.1180803,7.343,731117.8457166668
3,09-04-2010,415870.28,0,68.0,2.77,213.9120595,7.343,695455.3054000007
3,16-04-2010,354993.26,0,66.98,2.808,213.7726889,7.343,1161794.4404999989
3,23-04-2010,339976.65,0,67.87,2.795,213.7221852,7.343,1122255.1744599985
3,30-04-2010,361248.39,0,70.24,2.78,213.6716815,7.343,633785.7994166671
3,07-05-2010,399323.86,0,73.47,2.835,213.6211778,7.343,679212.8126999998
3,14-05-2010,384357.94,0,77.18,2.854,213.6196139,7.343,687057.5586000001
3,21-05-2010,343763.17,0,75.81,2.826,213.9116886,7.343,635014.2366000009
3,28-05-2010,350089.23,0,78.6,2.759,214.2037634,7.343,610944.6944333324
3,04-06-2010,396968.8,0,78.53,2.705,214.4958382,7.343,951833.8992999992
3,11-06-2010,355017.09,0,82.1,2.668,214.787913,7.343,527302.7105000009
3,18-06-2010,364076.85,0,83.52,2.637,214.7858259,7.343,649979.7312000009
3,25-06-2010,357346.48,0,83.79,2.653,214.6660741,7.343,521982.61449999944
3,02-07-2010,381151.72,0,82.2,2.669,214.5463222,7.346,621998.3423999994
3,09-07-2010,349214.18,0,81.75,2.642,214.4265704,7.346,875108.1106999995
3,16-07-2010,352728.78,0,84.32,2.623,214.4176476,7.346,656624.1019000006
3,23-07-2010,352864.49,0,83.32,2.608,214.5564968,7.346,566298.7591000005
3,30-07-2010,347955.05,0,82.04,2.64,214.695346,7.346,594403.2520999997
3,06-08-2010,402635.76,0,85.13,2.627,214.8341952,7.346,699763.3524000002
3,13-08-2010,339597.38,0,86.74,2.692,214.9730444,7.346,658178.0508000011
3,20-08-2010,351728.21,0,88.02,2.664,214.9314191,7.346,639437.5610000005
3,27-08-2010,362134.09,0,86.15,2.619,214.8897938,7.346,1167335.219333333
3,03-09-2010,366473.97,0,84.16,2.577,214.8481685,7.346,645852.4342999997
3,10-09-2010,352260.97,1,80.84,2.565,214.8065431,7.346,597374.4984999996
3,17-09-2010,363064.64,0,82.36,2.582,214.8322484,7.346,809646.8565000002
